text	class
"Россия - уникальная страна. Ведь только у нас есть черно-белый телевизор ""Радуга"", наручники ""Нежность"", бензопила ""Дружба"", слезоточивый газ ""Черемуха"", межконтинентальные баллистические ракеты ""Мир""!"	другой
Я понимаю, что вам нужно очень точно завтра знать погоду, но самый точный прогноз на завтра у нас будет только послезавтра!	другой
Что-то не так с этими деньгами. Тратить их гораздо приятней, чем зарабатывать.	бытовой
Девочка в поле нашла ананас.Им оказался фашистский фугас.Ножик достала, хотела поесть.Ножки нашли километров за шесть.	бытовой
Девочка в поле нашла ананас.Им оказался фашистский фугас.Ножик достала, хотела поесть.Ножки нашли километров за шесть.	другой
Две школьницы на перемене:- Вчера Петрову минет в вестибюле делала.- Фигасе. Слово-то какое. Вестибюль.	пошлый
- Кошка впала в депрессию, посоветуйте специалиста.- Сойдет любой кот...	бытовой
"Только в наших автошколах на первом уроке вождения инструктор спрашивает: ""Опыт вождения есть?""."	бытовой
"Вчера смешал коньяк ""Наполеон"" с коньяком ""Кутузов""...Наутро ощутил всю тяжесть войны 1812 года."	бытовой
Прошу, не судите строго, это мое первое убийство.	бытовой
Прошу, не судите строго, это мое первое убийство.	политический
Счастливый брак - это когда каждый из супругов убежден, что ему в жизни повезло больше, чем другому.	бытовой
Подфортило - это когда женатый мужчина знакомиться с девушкой, а ее реально зовут Андрей Работа.	бытовой
Если испугать Анфису Чехову, то она спрячет голову в грудь.	пошлый
- Признаете ли вы, что в пьяном виде пытались пройти в театр?- Признаю! В трезвом виде мне бы это и в голову не пришло.	другой
- Ты где работаешь?- На спичечной фабрике.- И что делаешь?- Наша бригада спички в серу макает.- Ну и как зарплата?- Сдельно. Сколько обсерим, столько и получим...	другой
У африканца, вернувшегося с обучения в России спрашивают:- Как тебе русская зима?- Ну, которая зеленая - еще ничего, а которая белая - совсем плохо.	другой
У африканца, вернувшегося с обучения в России спрашивают:- Как тебе русская зима?- Ну, которая зеленая - еще ничего, а которая белая - совсем плохо.	бытовой
Моя жена говорит мне:- Вот говорят, что мужчины умнее женщин. Я лучше училась в школе и в университете, у меня выше IQ, я больше зарабатываю... Что скажешь?- И все-таки я умнее, потому что я удачнее женился.	бытовой
Два голубя сидят, один другого по голове тюк-тюк, второй взъерошился, но молчит, терпит... Муж наверное.	пошлый
Всегда беру энергетики с верхних полок - у них больше потенциальная энергия.	бытовой
Всегда беру энергетики с верхних полок - у них больше потенциальная энергия.	другой
